id,gene,n1,n2,n3,n4,descrizione1,descrizione2
1125,p42@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1126,p41@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1127,p5@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1128,p3@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1129,p15@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1130,p28@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1131,p1@IGFBP3,3486,5472,"P17936,B3KWK7,B3KRZ1,B3KTS0,B3KPF0",IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1132,p11@EGFR,1956,3236,Q504U8,EGFR,epidermal growth factor receptor,gene with protein product
1133,p1@EGFR,1956,3236,Q504U8,EGFR,epidermal growth factor receptor,gene with protein product
1134,p3@EGFR,1956,3236,,EGFR,epidermal growth factor receptor,gene with protein product
1135,p2@EGFR,1956,3236,P00533,EGFR,epidermal growth factor receptor,gene with protein product
1136,p10@EGFR,1956,3236,E9PFD7,EGFR,epidermal growth factor receptor,gene with protein product
1137,p4@EGFR,1956,3236,,EGFR,epidermal growth factor receptor,gene with protein product
1138,p1@RAC1,5879,9801,P63000,RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)",gene with protein product
1139,p2@RAC1,5879,9801,,RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)",gene with protein product
1140,p10@RAC1,5879,9801,,RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)",gene with protein product
1141,p1@ABCB1,5243,40,P08183,ABCB1,ATP binding cassette subfamily B member 1,gene with protein product
1142,p2@ABCB1,5243,40,E7EWT8,ABCB1,ATP binding cassette subfamily B member 1,gene with protein product
1143,p3@ABCB1,5243,40,"A4D1D2,P08183",ABCB1,ATP binding cassette subfamily B member 1,gene with protein product
1144,p15@CDK6,1021,1777,,CDK6,cyclin dependent kinase 6,gene with protein product
1145,p9@CDK6,1021,1777,,CDK6,cyclin dependent kinase 6,gene with protein product
1146,p23@CDK6,1021,1777,,CDK6,cyclin dependent kinase 6,gene with protein product
1147,p19@CDK6,1021,1777,,CDK6,cyclin dependent kinase 6,gene with protein product
1148,p17@CDK6,1021,1777,,CDK6,cyclin dependent kinase 6,gene with protein product
1149,p43@CDK6,1021,1777,Q00534,CDK6,cyclin dependent kinase 6,gene with protein product
1150,p51@CDK6,1021,1777,Q00534,CDK6,cyclin dependent kinase 6,gene with protein product
1151,p16@CDK6,1021,1777,Q00534,CDK6,cyclin dependent kinase 6,gene with protein product
1152,p4@CDK6,1021,1777,Q00534,CDK6,cyclin dependent kinase 6,gene with protein product
1153,p37@CDK6,1021,1777,Q00534,CDK6,cyclin dependent kinase 6,gene with protein product
1154,p28@CDK6,1021,1777,Q00534,CDK6,cyclin dependent kinase 6,gene with protein product
1155,p8@CDK6,1021,1777,Q00534,CDK6,cyclin dependent kinase 6,gene with protein product
1156,p12@CDK6,1021,1777,Q00534,CDK6,cyclin dependent kinase 6,gene with protein product
1157,p3@CDK6,1021,1777,"Q00534,A4D1G0",CDK6,cyclin dependent kinase 6,gene with protein product
1158,p2@CDK6,1021,1777,"Q00534,A4D1G0",CDK6,cyclin dependent kinase 6,gene with protein product
1159,p10@CDK6,1021,1777,"Q00534,A4D1G0",CDK6,cyclin dependent kinase 6,gene with protein product
1160,p25@CDK6,1021,1777,"Q00534,A4D1G0",CDK6,cyclin dependent kinase 6,gene with protein product
1161,p39@CDK6,1021,1777,,CDK6,cyclin dependent kinase 6,gene with protein product
1162,p6@CDK6,1021,1777,Q00534,CDK6,cyclin dependent kinase 6,gene with protein product
1163,p1@CDK6,1021,1777,Q00534,CDK6,cyclin dependent kinase 6,gene with protein product
1164,p5@CDK6,1021,1777,"A4D1G0,Q00534",CDK6,cyclin dependent kinase 6,gene with protein product
1165,p18@CDK6,1021,1777,"A4D1G0,Q00534",CDK6,cyclin dependent kinase 6,gene with protein product
1166,p7@CDK6,1021,1777,"A4D1G0,Q00534",CDK6,cyclin dependent kinase 6,gene with protein product
1167,p11@CDK6,1021,1777,"A4D1G0,Q00534",CDK6,cyclin dependent kinase 6,gene with protein product
1168,p13@CDK6,1021,1777,"A4D1G0,Q00534",CDK6,cyclin dependent kinase 6,gene with protein product
1169,p1@CYP3A4,1576,2637,"E7EVM8,C9JBD2,P08684,Q6GRK0",CYP3A4,cytochrome P450 family 3 subfamily A member 4,gene with protein product
1170,p2@CYP3A4,1576,2637,P08684,CYP3A4,cytochrome P450 family 3 subfamily A member 4,gene with protein product
1171,p3@CYP3A4,1576,2637,P08684,CYP3A4,cytochrome P450 family 3 subfamily A member 4,gene with protein product
1172,p6@MYC,4609,7553,,MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1173,p20@MYC,4609,7553,,MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1174,p14@MYC,4609,7553,,MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1175,p7@MYC,4609,7553,,MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1176,p15@MYC,4609,7553,,MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1177,p2@MYC,4609,7553,P01106,MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1178,p1@MYC,4609,7553,"B4E1N7,E5RGD7",MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1179,p4@MYC,4609,7553,"P01106,Q16158",MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1180,p19@MYC,4609,7553,"P01106,Q16158",MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1181,p24@MYC,4609,7553,"P01106,Q16158",MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1182,p8@MYC,4609,7553,"P01106,Q16158",MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1183,p25@MYC,4609,7553,"P01106,Q16158",MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1184,p10@MYC,4609,7553,"P01106,Q16158",MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1185,p5@MYC,4609,7553,P01106,MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1186,p3@MYC,4609,7553,P01106,MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1187,p11@MYC,4609,7553,P01106,MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1188,p13@MYC,4609,7553,Q6LBK7,MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1189,p9@MYC,4609,7553,Q6LBK7,MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1190,p12@MYC,4609,7553,Q6LBK7,MYC,v-myc avian myelocytomatosis viral oncogene homolog,gene with protein product
1191,p23@PTK2,5747,9611,E5RJQ2,PTK2,protein tyrosine kinase 2,gene with protein product
1192,p19@PTK2,5747,9611,,PTK2,protein tyrosine kinase 2,gene with protein product
1193,p7@PTK2,5747,9611,B4DWJ1,PTK2,protein tyrosine kinase 2,gene with protein product
1194,p28@PTK2,5747,9611,B4DWJ1,PTK2,protein tyrosine kinase 2,gene with protein product
1195,p38@PTK2,5747,9611,B4DWJ1,PTK2,protein tyrosine kinase 2,gene with protein product
1196,p36@PTK2,5747,9611,B4DWJ1,PTK2,protein tyrosine kinase 2,gene with protein product
1197,p12@PTK2,5747,9611,E5RGP1,PTK2,protein tyrosine kinase 2,gene with protein product
1198,p3@PTK2,5747,9611,"E5RJI4,E5RI29,E5RIR5",PTK2,protein tyrosine kinase 2,gene with protein product
1199,p6@PTK2,5747,9611,Q8N9D7,PTK2,protein tyrosine kinase 2,gene with protein product
1200,p9@PTK2,5747,9611,,PTK2,protein tyrosine kinase 2,gene with protein product
1201,p16@PTK2,5747,9611,,PTK2,protein tyrosine kinase 2,gene with protein product
1202,p11@PTK2,5747,9611,,PTK2,protein tyrosine kinase 2,gene with protein product
1203,p30@PTK2,5747,9611,E7ESA6,PTK2,protein tyrosine kinase 2,gene with protein product
1204,p14@PTK2,5747,9611,E7ESA6,PTK2,protein tyrosine kinase 2,gene with protein product
1205,p8@PTK2,5747,9611,E5RFW9,PTK2,protein tyrosine kinase 2,gene with protein product
1206,p2@PTK2,5747,9611,"Q05397,E5RG86,E5RG54,E5RJN1",PTK2,protein tyrosine kinase 2,gene with protein product
1207,p5@PTK2,5747,9611,,PTK2,protein tyrosine kinase 2,gene with protein product
1208,p1@PTK2,5747,9611,"F5H4S4,F5H4S3,E5RFW9,E5RH01,E5RIK4,E5RH08,E5RJP0",PTK2,protein tyrosine kinase 2,gene with protein product
1209,p4@PTK2,5747,9611,"B4E2N6,Q59GM6,Q658W2,Q05397",PTK2,protein tyrosine kinase 2,gene with protein product
1210,p21@PTK2,5747,9611,"B4E2N6,Q59GM6,Q658W2,Q05397",PTK2,protein tyrosine kinase 2,gene with protein product
1211,p10@PTK2,5747,9611,E5RH01,PTK2,protein tyrosine kinase 2,gene with protein product
1212,p2@NAT2,10,7646,"P11245,A4Z6T7",NAT2,N-acetyltransferase 2,gene with protein product
1213,p1@NAT2,10,7646,E7EWF9,NAT2,N-acetyltransferase 2,gene with protein product
1214,p1@KIAA1967,57805,23360,E5RHH8,CCAR2,cell cycle and apoptosis regulator 2,gene with protein product
1215,p2@KIAA1967,57805,23360,Q8N163,CCAR2,cell cycle and apoptosis regulator 2,gene with protein product
1216,p5@KIAA1967,57805,23360,Q8N163,CCAR2,cell cycle and apoptosis regulator 2,gene with protein product
1217,p12@NRG1,3084,7997,E7EX30,NRG1,neuregulin 1,gene with protein product
1218,p18@NRG1,3084,7997,E7EX30,NRG1,neuregulin 1,gene with protein product
1219,p28@NRG1,3084,7997,E7EX30,NRG1,neuregulin 1,gene with protein product
1220,p24@NRG1,3084,7997,Q02297,NRG1,neuregulin 1,gene with protein product
1221,p11@NRG1,3084,7997,Q02297,NRG1,neuregulin 1,gene with protein product
1222,p13@NRG1,3084,7997,Q02297,NRG1,neuregulin 1,gene with protein product
1223,p29@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1224,p20@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1225,p51@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1226,p52@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1227,p50@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1228,p5@NRG1,3084,7997,"Q02297,F8W9E3,E9PHH4,B0FYA7,B0FYA9,B0FWZ3,B0FYA8,B7Z4Z3,Q6PK61,Q7RTW5,Q7RTW3",NRG1,neuregulin 1,gene with protein product
1229,p3@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1230,p1@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1231,p8@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1232,p6@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1233,p41@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1234,p4@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1235,p44@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1236,p17@NRG1,3084,7997,Q02297,NRG1,neuregulin 1,gene with protein product
1237,p14@NRG1,3084,7997,Q02297,NRG1,neuregulin 1,gene with protein product
1238,p7@NRG1,3084,7997,Q02297,NRG1,neuregulin 1,gene with protein product
1239,p15@NRG1,3084,7997,Q02297,NRG1,neuregulin 1,gene with protein product
1240,p35@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1241,p37@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1242,p9@NRG1,3084,7997,E5RHP6,NRG1,neuregulin 1,gene with protein product
1243,p10@NRG1,3084,7997,E5RHP6,NRG1,neuregulin 1,gene with protein product
1244,p2@NRG1,3084,7997,"E5RIG8,B7Z1E3,B7Z1D7",NRG1,neuregulin 1,gene with protein product
1245,p26@NRG1,3084,7997,"E5RIG8,B7Z1E3",NRG1,neuregulin 1,gene with protein product
1246,p22@NRG1,3084,7997,,NRG1,neuregulin 1,gene with protein product
1247,p6@FGFR1,2260,3688,,FGFR1,fibroblast growth factor receptor 1,gene with protein product
1248,p7@FGFR1,2260,3688,,FGFR1,fibroblast growth factor receptor 1,gene with protein product
1249,p3@FGFR1,2260,3688,"P11362,C9J205,E9PN14",FGFR1,fibroblast growth factor receptor 1,gene with protein product
1250,p5@FGFR1,2260,3688,,FGFR1,fibroblast growth factor receptor 1,gene with protein product
1251,p4@FGFR1,2260,3688,,FGFR1,fibroblast growth factor receptor 1,gene with protein product
1252,p2@FGFR1,2260,3688,,FGFR1,fibroblast growth factor receptor 1,gene with protein product
1253,p1@FGFR1,2260,3688,P11362,FGFR1,fibroblast growth factor receptor 1,gene with protein product
1254,p2@SNAI2,6591,11094,O43623,SNAI2,snail family transcriptional repressor 2,gene with protein product
1255,p1@SNAI2,6591,11094,O43623,SNAI2,snail family transcriptional repressor 2,gene with protein product
1256,p6@SNAI2,6591,11094,O43623,SNAI2,snail family transcriptional repressor 2,gene with protein product
1257,p7@SNAI2,6591,11094,O43623,SNAI2,snail family transcriptional repressor 2,gene with protein product
1258,p5@SNAI2,6591,11094,O43623,SNAI2,snail family transcriptional repressor 2,gene with protein product
1259,p2@NBN,4683,7652,E5RGR7,NBN,nibrin,gene with protein product
1260,p6@NBN,4683,7652,E5RGN7,NBN,nibrin,gene with protein product
1261,p4@NBN,4683,7652,"E5RGU1,E2QRP0",NBN,nibrin,gene with protein product
1262,p3@NBN,4683,7652,"E5RGU1,E2QRP0",NBN,nibrin,gene with protein product
1263,p1@NBN,4683,7652,"F5H3R2,E5RGU1,E2QRP0,O60934",NBN,nibrin,gene with protein product
1264,p7@MTDH,92140,29608,Q86UE4,MTDH,metadherin,gene with protein product
1265,p6@MTDH,92140,29608,Q86UE4,MTDH,metadherin,gene with protein product
1266,p1@MTDH,92140,29608,Q86UE4,MTDH,metadherin,gene with protein product
1267,p2@MTDH,92140,29608,Q86UE4,MTDH,metadherin,gene with protein product
1268,p3@MTDH,92140,29608,E5RJU9,MTDH,metadherin,gene with protein product
1269,p1@NOTCH1,4851,7881,P46531,NOTCH1,notch 1,gene with protein product
1270,p18@CDKN2A,1029,1787,,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1271,p34@CDKN2A,1029,1787,P42771,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1272,p27@CDKN2A,1029,1787,,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1273,p16@CDKN2A,1029,1787,,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1274,p2@CDKN2A,1029,1787,"G3XAG3,A5X2G7,P42771",CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1275,p25@CDKN2A,1029,1787,A5X2G7,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1276,p4@CDKN2A,1029,1787,P42771,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1277,p11@CDKN2A,1029,1787,P42771,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1278,p8@CDKN2A,1029,1787,"P42771,A5X2G7",CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1279,p5@CDKN2A,1029,1787,"P42771,A5X2G7",CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1280,p15@CDKN2A,1029,1787,"P42771,A5X2G7",CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1281,p10@CDKN2A,1029,1787,Q8N726,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1282,p6@CDKN2A,1029,1787,Q8N726,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1283,p1@CDKN2A,1029,1787,Q8N726,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1284,p17@CDKN2A,1029,1787,Q8N726,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1285,p9@CDKN2A,1029,1787,Q8N726,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1286,p3@CDKN2A,1029,1787,Q8N726,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1287,p13@CDKN2A,1029,1787,Q8N726,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1288,p12@CDKN2A,1029,1787,,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1289,p7@CDKN2A,1029,1787,,CDKN2A,cyclin dependent kinase inhibitor 2A,gene with protein product
1290,p2@CA9,768,1383,"F5H404,Q16790",CA9,carbonic anhydrase 9,gene with protein product
1291,p1@CA9,768,1383,"F5H404,Q16790",CA9,carbonic anhydrase 9,gene with protein product
1292,p3@CA9,768,1383,,CA9,carbonic anhydrase 9,gene with protein product
1293,p4@JAK2,3717,6192,,JAK2,Janus kinase 2,gene with protein product
1294,p3@JAK2,3717,6192,,JAK2,Janus kinase 2,gene with protein product
1295,p2@JAK2,3717,6192,,JAK2,Janus kinase 2,gene with protein product
1296,p6@JAK2,3717,6192,O60674,JAK2,Janus kinase 2,gene with protein product
1297,p1@JAK2,3717,6192,O60674,JAK2,Janus kinase 2,gene with protein product
1298,p5@JAK2,3717,6192,O60674,JAK2,Janus kinase 2,gene with protein product
1299,p9@JAK2,3717,6192,,JAK2,Janus kinase 2,gene with protein product
1300,p12@JAK2,3717,6192,,JAK2,Janus kinase 2,gene with protein product
1301,p4@CD274,29126,17635,Q9NZQ7,CD274,CD274 molecule,gene with protein product
1302,p1@CD274,29126,17635,,CD274,CD274 molecule,gene with protein product
1303,p2@CD274,29126,17635,,CD274,CD274 molecule,gene with protein product
1304,p7@ALDH1A1,216,402,P00352,ALDH1A1,aldehyde dehydrogenase 1 family member A1,gene with protein product
1305,p2@ALDH1A1,216,402,,ALDH1A1,aldehyde dehydrogenase 1 family member A1,gene with protein product
1306,p1@ALDH1A1,216,402,"P00352,Q5SYQ9",ALDH1A1,aldehyde dehydrogenase 1 family member A1,gene with protein product
1307,p13@ALDH1A1,216,402,P00352,ALDH1A1,aldehyde dehydrogenase 1 family member A1,gene with protein product
1308,p8@ALDH1A1,216,402,P00352,ALDH1A1,aldehyde dehydrogenase 1 family member A1,gene with protein product
1309,p9@ALDH1A1,216,402,P00352,ALDH1A1,aldehyde dehydrogenase 1 family member A1,gene with protein product
1310,p10@ALDH1A1,216,402,Q5SYQ7,ALDH1A1,aldehyde dehydrogenase 1 family member A1,gene with protein product
1311,p5@ALDH1A1,216,402,Q5SYQ7,ALDH1A1,aldehyde dehydrogenase 1 family member A1,gene with protein product
1312,p4@ALDH1A1,216,402,Q5SYQ7,ALDH1A1,aldehyde dehydrogenase 1 family member A1,gene with protein product
1313,p3@ALDH1A1,216,402,Q5SYQ8,ALDH1A1,aldehyde dehydrogenase 1 family member A1,gene with protein product
1314,p1@FOXP3,50943,6106,Q9BZS1,FOXP3,forkhead box P3,gene with protein product
1315,p2@AR,367,644,"F5H341,P10275",AR,androgen receptor,gene with protein product
1316,p1@AR,367,644,"F5H341,P10275",AR,androgen receptor,gene with protein product
1317,p3@AR,367,644,"F5H341,P10275",AR,androgen receptor,gene with protein product
1318,p7@AR,367,644,"F5H341,P10275",AR,androgen receptor,gene with protein product
1319,p4@AR,367,644,P10275,AR,androgen receptor,gene with protein product
1320,p15@AR,367,644,P10275,AR,androgen receptor,gene with protein product
1321,p5@AR,367,644,,AR,androgen receptor,gene with protein product
1322,p2@CD24,100133941,1645,,CD24,CD24 molecule,gene with protein product
1323,p6@CD24,100133941,1645,,CD24,CD24 molecule,gene with protein product
1324,p3@CD24,100133941,1645,,CD24,CD24 molecule,gene with protein product
1325,p5@CD24,100133941,1645,,CD24,CD24 molecule,gene with protein product
1326,p1@CD24,100133941,1645,"B6EC88,P25063",CD24,CD24 molecule,gene with protein product
